dS	dRFl	dRFd	dJ	dth
1.0	1.0	1.0	100.0
0.9999995232	1.0	1.0	100.0
0.9998316836	0.9998922377	0.9998436035	100.0
0.9997391871	0.9998340676	0.9997577814	100.000019073
0.9999480254	1.0000429158	0.9995480095	99.9979591474
1.0000638972	1.00015927	0.9994316909	99.9968147531
1.0001277964	1.0002231722	0.9993668605	99.9961853391
1.000163085	1.0002584624	0.9993325394	99.9958420232
1.0001821601	1.0002775385	0.9993134724	99.9956512924
1.0001926515	1.0002880304	0.9993039389	99.995536854
1.0001983741	1.0002937533	0.9992982189	99.9954987079
1.0004664011	1.0005617931	0.9990313016	99.9928284977
1.0003772138	1.0007401882	0.9987282031	99.9897768726
1.0003295216	1.0008355932	0.9985661882	99.9881366434
1.0003018607	1.0008861597	0.9984880445	99.9873356061
1.0002870766	1.0009128746	0.998446115	99.9868969441
1.0002789692	1.0009271863	0.9984232447	99.9866680774
1.0002498783	1.0009281404	0.9983851282	99.9866108608
1.0002341407	1.0009290945	0.9983641644	99.9865917886
1.0002260336	1.0009290945	0.9983527297	99.9865727164
1.0002217416	1.0009290945	0.9983470124	99.9865727164
1.0002193571	1.0009290945	0.9983432009	99.9865727164
1.0002179265	1.0009290945	0.9983412951	99.9865727164
1.0002174496	1.0009290945	0.9983412951	99.9865727164
1.0002169727	1.0009290945	0.9983412951	99.9865727164
1.0002169727	1.0009290945	0.9983412951	99.9865727164
1.0002169727	1.0009290945	0.9983412951	99.9865727164
1.0005245897	1.0006218923	0.9981716891	99.9896624376
1.0006872404	1.0004597238	0.9980821277	99.9912836067
1.0007731024	1.0003738753	0.9980344903	99.992141878
1.0008179429	1.0003280909	0.9980020975	99.9925996242
1.0008417947	1.0003042452	0.9979849486	99.9928284977
1.0008541977	1.0002918456	0.9979754215	99.9929620074
1.0008608763	1.0002851689	0.9979697053	99.9930192258
1.0008642156	1.0002813537	0.9979677999	99.9930573715
1.0008661237	1.0002794461	0.9979658945	99.9930955171
1.0008670778	1.0002784923	0.9979658945	99.9930955171
1.0008675549	1.0002775385	0.9979658945	99.9930955171
1.0008680319	1.0002775385	0.9979658945	99.9930955171
1.0008680319	1.0002775385	0.9979658945	99.9930955171
1.0008680319	1.0002775385	0.9979658945	99.9930955171
1.0008680319	1.0002775385	0.9979658945	99.9930955171
1.0008680319	1.0002775385	0.9979658945	99.9930955171
1.0008680319	1.0002775385	0.9979563674	99.9930955171
1.0008675549	1.0002765847	0.9979449351	99.9930955171
1.0008675549	1.0002765847	0.9979392189	99.9930955171
1.0008675549	1.0002765847	0.9979354082	99.9930955171
1.0008675549	1.0002765847	0.9979430297	99.9930955171
1.0008675549	1.0002765847	0.9979468405	99.9930955171
1.0008675549	1.0002765847	0.9979525566	99.9930955171
1.0008675549	1.0002765847	0.9979563674	99.9930955171
1.0008675549	1.0002765847	0.9979582728	99.9930955171
1.0008675549	1.0002765847	0.9979582728	99.9930955171
1.0008675549	1.0002765847	0.9979735161	99.9930955171
1.0008670778	1.0002765847	0.9979773269	99.9930955171
1.0008670778	1.0002765847	0.9979792324	99.9930955171
1.0008670778	1.0002765847	0.9979811378	99.9930955171
1.0008670778	1.0002756309	0.9979144491	99.9930955171
1.0008651697	1.0002718156	0.9978534786	99.9931336628
1.0008642156	1.000269908	0.9978210887	99.9931336628
1.0008637385	1.0002689542	0.9978039414	99.9931336628
1.0008809121	1.0003032914	0.9974934093	99.9929620074
1.0008899761	1.0003214141	0.9973295897	99.9928666433
1.0008947466	1.0003309524	0.9972438756	99.9928284977
