gloss,dloss
10.0,0.16632565856
10.0,0.151348441839
10.0,0.14749237895
10.0,0.165431529284
10.0,0.169717371464
257.562561035,0.169717371464
257.562561035,0.188568502665
257.562561035,0.145650878549
257.562561035,0.160219758749
257.562561035,0.13801702857
257.562561035,0.166629105806
422.250183105,0.166629105806
422.250183105,0.149489507079
422.250183105,0.168558508158
422.250183105,0.12808509171
422.250183105,0.137157902122
422.250183105,0.176367133856
528.900878906,0.176367133856
528.900878906,0.169243723154
528.900878906,0.162343591452
528.900878906,0.151513025165
528.900878906,0.168009549379
528.900878906,0.165313541889
405.935577393,0.165313541889
405.935577393,0.183107748628
405.935577393,0.174208804965
405.935577393,0.151775449514
405.935577393,0.166872724891
405.935577393,0.151218563318
483.319671631,0.151218563318
483.319671631,0.14517404139
483.319671631,0.149195104837
483.319671631,0.11596814543
483.319671631,0.141782015562
483.319671631,0.138938814402
828.953491211,0.138938814402
828.953491211,0.160746365786
828.953491211,0.147347465158
828.953491211,0.153360515833
828.953491211,0.126491174102
828.953491211,0.149032711983
749.726135254,0.149032711983
749.726135254,0.139172628522
749.726135254,0.112001501024
749.726135254,0.129233345389
749.726135254,0.145147979259
749.726135254,0.112695373595
954.451782227,0.112695373595
954.451782227,0.149741798639
954.451782227,0.109881937504
954.451782227,0.126042976975
954.451782227,0.133292645216
954.451782227,0.113247215748
1297.84057617,0.113247215748
1297.84057617,0.12273349613
1297.84057617,0.119533479214
1297.84057617,0.106597170234
1297.84057617,0.106980241835
1297.84057617,0.0981544703245
1451.35852051,0.0981544703245
1451.35852051,0.103671893477
1451.35852051,0.0995571315289
1451.35852051,0.129273980856
1451.35852051,0.108543336391
1451.35852051,0.121248528361
983.033691406,0.121248528361
983.033691406,0.09185372293
983.033691406,0.0864320620894
983.033691406,0.124433115125
983.033691406,0.0959501191974
983.033691406,0.0766199529171
1488.78540039,0.0766199529171
1488.78540039,0.10428391397
1488.78540039,0.0685696452856
1488.78540039,0.0679763928056
1488.78540039,0.0878405347466
1488.78540039,0.090702496469
1828.63842773,0.090702496469
1828.63842773,0.092786885798
1828.63842773,0.0960147902369
1828.63842773,0.0487041212618
1828.63842773,0.08638330549
1828.63842773,0.0806415230036
1439.70812988,0.0806415230036
1439.70812988,0.061627715826
1439.70812988,0.0831828862429
1439.70812988,0.0602940693498
1439.70812988,0.062674254179
1439.70812988,0.0461130663753
1993.57739258,0.0461130663753
1993.57739258,0.0437034778297
1993.57739258,0.0528531447053
1993.57739258,0.0387714840472
1993.57739258,0.0526828840375
1993.57739258,0.0738806277514
2168.68701172,0.0738806277514
2168.68701172,0.0494729094207
2168.68701172,0.0693155676126
2168.68701172,0.0538912415504
2168.68701172,0.0618477240205
2168.68701172,0.0305855087936
1812.52905273,0.0305855087936
1812.52905273,0.0292308777571
1812.52905273,0.0462400019169
1812.52905273,0.0231886915863
1812.52905273,0.0380979925394
1812.52905273,0.038717277348
2252.83105469,0.038717277348
2252.83105469,0.0152563098818
2252.83105469,0.0260819233954
2252.83105469,0.0321622043848
2252.83105469,0.0270578116179
2252.83105469,0.0424332842231
2811.82495117,0.0424332842231
2811.82495117,0.034401230514
2811.82495117,0.0295143835247
2811.82495117,0.0157013554126
2811.82495117,0.024823801592
2811.82495117,0.0375857837498
3341.74658203,0.0375857837498
3341.74658203,0.0208962690085
3341.74658203,0.0374096371233
3341.74658203,0.0182196833193
3341.74658203,0.0193058848381
3341.74658203,0.0133222388104
2737.22924805,0.0133222388104
2737.22924805,0.0193222388625
2737.22924805,0.017393078655
2737.22924805,0.00696087908
2737.22924805,0.00430750055239
2737.22924805,0.00729291886091
2851.84033203,0.00729291886091
2851.84033203,0.00808755494654
2851.84033203,0.00975769665092
2851.84033203,0.00562001997605
2851.84033203,0.0088466797024
2851.84033203,0.00443964963779
2820.77612305,0.00443964963779
2820.77612305,0.0128343598917
2820.77612305,0.00999008305371
2820.77612305,0.00449709128588
2820.77612305,0.00463066482916
2820.77612305,0.00534942140803
2822.07641602,0.00534942140803
2822.07641602,0.00489366380498
2822.07641602,0.00667087733746
2822.07641602,0.00146467261948
2822.07641602,0.00483454950154
2822.07641602,0.00786787830293
3353.48364258,0.00786787830293
3353.48364258,0.00696945795789
3353.48364258,0.00416448060423
3353.48364258,0.0102596282959
3353.48364258,0.0113746905699
3353.48364258,0.0108813904226
3349.27978516,0.0108813904226
3349.27978516,0.013803939335
3349.27978516,0.00322448648512
3349.27978516,0.00772737432271
3349.27978516,0.0114275561646
3349.27978516,0.0148922400549
3854.47143555,0.0148922400549
3854.47143555,0.0156382061541
3854.47143555,0.00844298955053
3854.47143555,0.0168217606843
3854.47143555,0.0255343858153
3854.47143555,0.0204794574529
4246.65625,0.0204794574529
4246.65625,0.0127625493333
4246.65625,0.0373261347413
4246.65625,0.0385859496891
4246.65625,0.0391924455762
4246.65625,0.033466193825
4845.83056641,0.033466193825
4845.83056641,0.0347934439778
4845.83056641,0.036289781332
4845.83056641,0.0483343079686
4845.83056641,0.0352564565837
4845.83056641,0.0430569462478
4318.75195312,0.0430569462478
4318.75195312,0.0563595481217
4318.75195312,0.0337723232806
4318.75195312,0.0485575422645
4318.75195312,0.0805053859949
4318.75195312,0.0513555407524
4807.89306641,0.0513555407524
4807.89306641,0.0772641524673
4807.89306641,0.0719289332628
4807.89306641,0.0896461680532
4807.89306641,0.110871508718
4807.89306641,0.0864412933588
3922.01879883,0.0864412933588
3922.01879883,0.0613207705319
3922.01879883,0.0928374752402
3922.01879883,0.0675693377852
3922.01879883,0.104754246771
3922.01879883,0.122204683721
4598.38183594,0.122204683721
4598.38183594,0.0951248258352
4598.38183594,0.106399990618
4598.38183594,0.0856926217675
4598.38183594,0.113051965833
4598.38183594,0.11160890013
5689.94042969,0.11160890013
5689.94042969,0.139126360416
5689.94042969,0.116754367948
5689.94042969,0.180871725082
5689.94042969,0.139545887709
5689.94042969,0.186097949743
4201.89990234,0.186097949743
4201.89990234,0.181691884995
4201.89990234,0.139668852091
4201.89990234,0.17914916575
4201.89990234,0.205303817987
4201.89990234,0.202334076166
5565.37744141,0.202334076166
5565.37744141,0.208401799202
5565.37744141,0.201353639364
5565.37744141,0.213523030281
5565.37744141,0.219958946109
5565.37744141,0.16949865222
5561.61669922,0.16949865222
5561.61669922,0.279673248529
5561.61669922,0.252325206995
5561.61669922,0.214983865619
5561.61669922,0.285373985767
5561.61669922,0.336780071259
5843.67578125,0.336780071259
5843.67578125,0.319208264351
5843.67578125,0.302279412746
5843.67578125,0.327156692743
5843.67578125,0.320636689663
5843.67578125,0.387259542942
5157.07617188,0.387259542942
5157.07617188,0.343052566051
5157.07617188,0.32811024785
5157.07617188,0.418567597866
5157.07617188,0.41174441576
5157.07617188,0.391776323318
5572.57373047,0.391776323318
5572.57373047,0.387125700712
5572.57373047,0.446696043015
5572.57373047,0.421751499176
5572.57373047,0.524404942989
5572.57373047,0.44704413414
5916.66259766,0.44704413414
5916.66259766,0.534884631634
5916.66259766,0.420914322138
5916.66259766,0.526734352112
5916.66259766,0.471927016973
5916.66259766,0.54365414381
7093.21777344,0.54365414381
7093.21777344,0.483611017466
7093.21777344,0.605552136898
7093.21777344,0.56854224205
7093.21777344,0.558563113213
